chr,start,end,value1,value2,value3,value4,value5,value6,value7,value8,value9,value10
chr3,58101419,59968090,-0.409591209,0.221704688,-0.088692047,-0.319125925,0.574037476,0.49526742,-0.159558089,0.576182422,-0.16154252,0.843458627
chr3,63881229,65066697,-0.132252615,0.256868444,-0.059552064,-0.13375202,-0.656197715,-0.889823503,0.037532619,0.030157788,0.165078238,-0.600260705
chr3,66114292,67383587,0.496948431,-0.081111471,0.124079242,0.103649651,-0.045781738,0.403098988,0.544366772,-0.094707028,0.378145444,0.234323267
chr3,70340481,70700150,-0.054997466,0.026310594,0.57256047,-0.105170833,0.023220687,0.495472274,-0.010629934,0.255146474,0.253848264,-0.41038745
chr3,70928225,73618456,0.133292256,-0.188607735,0.094254168,0.453807328,-0.311292727,0.64536651,-0.581173695,0.22512973,-0.298847511,-0.443809622
chr3,73947982,74201233,0.276113712,-0.735596924,-0.130609753,0.057074608,0.719908217,0.162037572,0.160186932,-0.443878224,0.43183654,-0.478316135
chr3,74678655,75418394,-0.700704713,0.807276535,0.195888059,-0.016588218,0.829486772,-0.279271498,0.251841397,0.097121485,0.364418437,-1.255948706
chr3,76758756,79646460,0.261073775,-0.371615958,0.101350343,0.73903747,1.439811677,0.843358334,0.413815942,0.280282169,0.733338387,-0.119490048
chr3,79881699,80533322,0.027691073,-0.074036723,0.165702262,-0.957705549,-0.243326439,0.155972955,0.520389145,0.750761156,0.056388238,0.582378924
chr3,82435728,83914189,0.407813071,0.4202464,0.034067327,-0.409017754,-0.200441425,0.271676476,0.634794952,-0.002709145,0.699790623,0.271278535
chr3,86305670,89828780,-0.457390605,-0.926465944,-0.43382845,0.528738329,1.36629172,0.508489212,0.010298795,0.055941759,0.442222473,-0.329376861
chr3,90811788,93827812,-0.147341691,-0.195774898,0.435325254,0.508750006,0.203140154,-0.056802607,-0.058889849,-0.615819158,-1.002212933,0.311656948
chr3,94020621,95979760,-0.343755431,-0.657392044,-0.620928875,-0.442441649,0.4467038,-1.118906687,-0.361045811,0.752557022,-0.283051217,0.197036897
chr3,97739678,97806264,0.169073343,0.564067936,-0.405752529,-0.07050612,0.717758694,0.003024355,-0.061478853,0.573468512,0.011525904,0.365439071
chr3,98314252,102166565,-1.121245688,-1.23145335,0.573938159,0.299915059,-0.455046927,0.498219399,0.344996989,0.023980721,-0.163428657,0.167502294
chr3,106837599,111534300,0.111204503,-0.245608541,0.128077025,0.074264696,0.18084967,-0.076884495,1.011214717,-0.291731755,-0.137085452,-0.465170344
chr3,116124705,117147800,-0.130054692,-0.363318799,-1.56188648,-0.655900022,-0.642752499,-0.518253642,0.685503893,0.329091824,-0.539272408,0.199937637
chr3,118520025,120449410,-0.481593562,0.42492048,-1.067952033,-0.323195202,-0.848041427,-0.334985733,0.869577762,-0.541253642,-0.213656994,-0.353892434
chr3,121962328,122495034,0.107911809,-0.229770583,-0.272353053,0.144002158,0.497022751,0.482841467,-0.519952763,0.488362643,-0.267859664,-0.826194255
chr3,122894177,127730899,-0.659072622,-0.474749735,-0.697613385,0.625115725,0.927143151,0.290570086,0.431720668,-0.150620798,0.509609916,0.334428818
chr3,128924437,130632159,-0.069074859,-0.232301588,-0.642528707,0.530361857,0.176219486,0.995527051,-0.581551698,0.44041617,-0.709978006,0.047667288
chr3,134606772,136355757,0.896097612,-0.366746256,-0.108937934,-0.077602864,0.858447035,-0.500689093,0.202167436,0.603234783,-0.021207862,0.728303461
chr3,137215965,137904082,-0.119317198,0.568839319,0.484962955,-0.054722818,0.989616277,-1.081218801,0.772972755,1.148602861,-0.115001919,0.154830697
chr3,138447774,139544790,-0.06913663,0.603716071,-0.005361119,-0.345212567,0.183588332,0.235303704,0.328480607,-0.024013658,-0.040381057,-0.239367735
chr3,139759701,140565233,-1.157030263,0.381692734,-0.14847911,-0.182206243,-0.368784432,-0.610135307,-0.754496031,-0.373076287,0.6419706,0.41786907
chr3,141036874,143023113,-0.206077729,-0.441262592,-0.464283899,-0.322956364,0.445731965,-1.034164864,0.921371812,0.012020193,-0.050065831,-1.082091306
chr3,146488830,148296729,0.355930364,-0.295574482,-0.161744683,0.607737347,0.027474042,-0.130723467,-0.444794634,-0.587196466,0.58192765,0.127258628
chr3,150432819,151080438,-0.924793959,0.177214624,-0.378212795,0.287494944,0.008126598,0.028985865,0.073095149,0.82762238,-0.501469625,1.092299271
chr3,151427161,152954151,-0.486286738,-0.274752347,0.006233433,1.01584071,0.392098689,-0.938038898,1.000787833,-0.459669388,-0.205639166,0.25754597
chr3,154722940,157529664,-0.363128083,0.064068426,0.033531998,-1.132235204,0.141566445,-0.506085246,0.140322383,-0.189356211,-0.73406957,0.080657605
chr3,159013884,159121959,-0.309736472,-0.358514489,-1.203674101,-0.757317252,-0.171020471,-0.141964975,0.74835597,0.192678832,-0.482806051,0.727578185
chr3,159476155,160149758,-0.735608097,-0.071374458,-0.812348857,-0.65543764,0.733846533,-0.396168974,0.249096525,-0.393719816,-0.250030567,0.206014268
chr3,163848777,164311475,-0.891435588,0.009296837,-0.095265345,-0.597704139,0.220039164,-0.618781495,0.11592748,0.160726159,-0.62013965,0.052889523
chr3,165069151,165924095,0.237619934,0.251401975,0.715621718,-0.052227141,-0.658818574,-0.017154812,-0.28725877,0.12029829,0.545775766,-0.094851043
chr3,166076843,166353662,0.739486227,0.022273841,0.251549829,-0.193131382,0.111344218,0.659249713,-0.377590474,-0.37270047,0.053990812,0.806929411
chr3,168260930,172293287,0.219671728,-0.061269897,0.610979736,0.026556279,0.20475425,0.381120653,0.461387583,0.894072434,0.114269843,-0.159792823
chr3,175529894,176859852,-0.558645595,-0.236321773,-0.198161074,-0.237415546,0.157969172,-0.037505695,-0.617941642,-0.489288988,0.506800453,0.115213129
chr3,177531782,178486379,-0.562207262,0.274784394,-0.552110908,-0.086299193,-0.43631686,0.428344685,-0.396556226,0.074142182,-0.037717138,0.156327377
chr3,179806911,180558945,0.282935468,-0.352314183,1.233812839,-0.704969236,0.262929492,0.502240739,-0.555666326,-0.133710994,-0.204515399,0.649617498
chr3,180816986,183277838,0.156028382,0.749929724,-0.065208749,0.336091061,-0.010325186,0.135087874,-1.125819255,-0.278845865,0.212165259,0.24378149
chr3,188243775,188952794,-0.156905934,1.201409132,0.358345815,0.034933843,0.170881543,-0.246626546,0.43928666,-0.050273525,1.060815351,-0.03844047
chr3,189260000,189900850,0.404414956,0.520609472,-0.600887286,-7.06E-05,0.61923603,-0.43581635,0.217538845,-0.818599913,0.14303959,0.155908631
chr3,191404945,192437419,-0.617475515,0.346673757,0.141434152,0.41346703,-0.035259195,0.314945689,-0.100669878,-0.156070065,1.122704649,-0.380762526
chr3,196360428,196501489,0.624077539,-0.298247747,-0.032588616,-0.382954193,-0.102110351,-0.20850639,-0.094143982,-0.386080822,0.019133573,-0.33283393
chr4,242897,3188446,0.750928156,-0.717168797,0.912359961,0.237718953,-0.143860139,-0.688875344,1.174989844,0.764301136,0.469444057,-0.122658761
chr4,5546499,8113831,1.461310488,0.68134199,0.321340733,-0.094177333,0.351134518,0.851355627,0.33791952,0.09491433,0.362251883,-0.218108087
chr4,8586776,8803185,-0.994459589,0.085407198,0.196695762,1.257061979,-0.44620092,-0.138722888,0.213024687,0.060003954,-0.143098318,0.002742672
chr4,9307402,14414963,0.010515867,0.224371211,-0.141093316,0.210194126,-0.25756095,-0.290304645,-0.91762832,0.012224688,-0.83220936,-0.266859494
chr4,15395802,15897589,-1.186082299,-0.369550001,-0.268312898,0.585681771,0.179266768,0.55828,0.033657957,0.669333648,-0.584551121,0.13722896
chr4,21779019,25026086,0.210526279,0.129196371,1.052782867,-0.254919101,0.792471986,-0.40779238,0.622664942,0.366848658,0.093849432,-0.866635809
chr4,26901709,30996649,0.115210609,-0.126509222,-0.105755641,-0.223562628,-0.13962507,-0.79955638,0.262400492,0.373914408,-0.369346175,-0.490945736
chr4,32518245,32827253,0.676709309,-0.217409469,0.489629439,-0.411967049,-0.404337257,0.354259389,-0.814547458,-0.237200443,-0.559733288,-0.328905569
chr4,34971982,35313469,-0.80742686,0.00285495,-0.041971166,0.663876806,0.442463673,-0.217200003,0.107824778,0.275052905,0.083234616,0.362897532
chr4,39654199,43737257,0.061586595,-0.732748366,-0.520703024,0.595472557,0.911217631,0.960655277,-0.434246404,0.091481199,-0.131682142,-0.69059631
chr4,45821357,46581246,-0.136333608,0.009177091,-0.838961675,-0.484241514,0.225606567,-0.60184329,-0.239846954,-0.190044293,-0.400369198,-0.043733945
chr4,49607037,49775111,0.218813133,-0.359446317,0.702084115,-0.277523301,-0.59657393,0.066543457,0.887755843,-0.151312962,-0.406335285,-0.496406405
chr4,50047246,50307515,0.849761861,0.182369571,0.703995569,-0.322675594,0.516768672,-0.371339182,0.134031673,-0.57008145,-0.111909187,-0.521455126
chr4,52693275,52697191,0.261754067,0.132575787,-0.632686346,0.987329901,0.452444334,-0.313761809,-0.620670379,0.110360391,-0.280367477,0.795163831
chr4,53200496,56790418,0.413850836,-0.401448619,-0.333195088,-0.140560872,0.543063439,0.739617753,0.193658693,-0.452384155,-0.005931095,-0.242620863
chr4,56914347,58298438,0.072048152,-0.419319281,0.769951026,0.215276411,-0.230039662,-0.825927333,-0.074921417,0.079194937,-0.273229131,0.069730871
chr4,58416750,59284239,0.54511724,0.055110786,-0.274894963,-0.437933412,-0.632071727,0.712938451,-0.314323057,-0.826042758,1.367680473,0.587619766
chr4,60952718,61871650,-0.04745105,-0.683835333,-1.036644889,0.29744745,0.200827738,0.604626408,0.413663633,0.5509053,-0.806317681,-0.360432791
chr4,62576375,63997739,-0.3740048,1.036706145,-0.408611789,0.350322916,0.291305767,0.290772545,-0.082653255,-0.151501071,-0.531851489,-0.19370291
chr4,65616804,67111918,0.48820143,-0.068122514,-0.241058958,-0.242217012,-0.241446937,0.526294556,-0.399903901,-0.087992013,-0.046799774,0.17328474
chr4,68243685,68518196,0.99654674,0.017867895,-0.515336859,-0.130289443,0.238658002,0.259096908,0.14883451,0.919443387,0.109442872,-0.725514416
chr4,72944340,75433143,0.160475208,-0.293605756,0.190236733,0.456469851,0.501524888,0.827142112,-0.39000471,-0.70486908,0.425617798,0.070855083
chr4,75918856,76045645,0.614077024,-0.090347496,0.089084222,0.369036565,0.677010536,0.697658346,0.162754947,-0.085691397,-0.134280171,0.813416033
chr4,76950721,77152048,0.209712255,-0.155975909,-0.835025791,0.116966522,-0.158091498,-0.17418305,0.277921012,-0.446596512,-0.129520638,-0.807456319
chr4,78382667,78957358,0.01605785,0.012924919,0.083876115,-0.432385524,0.09014804,0.889099077,0.989817345,0.490929831,-0.20273478,-0.361828334
chr4,79456048,81813684,-0.640019447,-0.049452201,-0.191614426,-1.251710537,0.187482547,-0.578796984,0.287956441,0.016668603,0.561983507,0.314814657
chr4,82867127,83501231,0.251519173,0.785013292,-0.219587821,0.233396365,-0.048687977,-0.071603147,0.567068899,-0.376606178,-0.732756205,-0.134750794
chr4,86714758,88665409,-1.138838191,-0.724998647,0.24032968,-0.402765578,0.203864926,-0.106265786,0.596397564,0.234971696,0.017343464,0.673129473
chr4,89222114,90516220,-0.047987491,-0.663596207,0.42618215,-0.122567206,-0.838667083,-0.484534223,0.465110024,0.422715025,0.346219959,0.379147608
chr4,91703637,93047697,1.694586608,-0.001452714,0.218983124,-0.371491361,0.335136485,0.603994859,-0.320608536,0.628495138,-0.280451498,-0.09030085
chr4,93100828,93692453,-0.711138161,0.440455024,-0.570738827,0.74239341,0.36602402,0.084086394,-0.05523912,0.149588118,-0.94098166,-0.101559173
chr4,96516347,97686278,0.506280105,0.256517675,0.103093207,-0.390952611,-0.38957418,-0.399693335,-1.19725513,0.24839899,0.601102625,0.389745228
chr4,97734217,97895467,-0.9150729,-0.704214631,0.344267775,0.193569422,-0.408214423,0.101216693,0.455503228,0.170270371,-0.031960744,-0.32743735
chr4,98054352,98672279,0.240879375,-0.079227185,0.226407336,0.111354385,0.198350009,-0.318924157,0.080545503,-0.086728281,0.134061734,0.250240425
chr4,99018363,99903973,-0.441435665,0.189845229,-1.128766296,-0.076688304,-0.165593588,-0.18596363,0.252957498,0.285521092,0.3206552,-0.00109836
chr4,100535373,101367825,0.079766989,-1.122947278,-0.05126382,0.636573582,0.907990578,-0.121114645,-0.30149274,-0.072294898,0.142187607,-0.563822765
chr4,103446316,103862422,-0.077434221,0.058985714,-0.310773104,0.583105072,-0.722717141,0.805224826,1.024174209,-0.569341157,0.86970679,-0.264198563
chr4,105812297,107167155,-0.064903496,0.191345039,0.075107691,0.111836943,0.447930049,0.450037048,-0.314674775,-0.261476281,-0.325885061,-0.960610132
chr4,107603980,107977692,0.016171106,0.752377744,-0.511729029,-0.377506087,-0.188770414,-0.364253599,0.258486382,-0.3446236,0.250756005,-0.769026728
chr4,109382011,110575097,0.712884261,1.206384707,0.029240874,-0.008566062,-0.080197017,-0.430017497,0.326515477,-0.084372338,0.507995092,0.168046094
chr4,110970614,112347005,-0.555516501,-0.234746178,-0.356374011,0.613806433,-0.080110124,0.469357097,-0.149170671,0.738595958,0.239338185,-0.016864087
chr4,113093959,115589180,-0.617414843,-0.415427164,-0.128439685,-0.043464032,0.444796902,0.117139861,0.773908634,1.303530956,-0.070618125,0.721164708
chr4,115618519,117098037,0.044115069,-0.519210992,-1.030482251,0.066625345,0.241952448,-0.124474285,-0.235370073,0.327067588,-0.474121289,-0.550614115
chr4,120002263,120553298,1.073986031,0.327935809,0.18674888,-0.21041299,-0.33941051,-0.280279159,0.060186261,0.389393848,-0.294323541,-0.071679624
chr4,122495084,128802242,0.491049886,0.180883146,-0.205657175,0.285875586,-0.160339079,-0.133716898,0.216700178,0.323887452,0.654470774,-0.663575819
chr4,129561497,132638951,-0.48779065,-0.803686981,-0.864022808,-0.247189778,-0.286617268,-0.083632551,0.985413152,-0.075277422,0.42788827,0.206128304
chr4,133833577,134748630,-0.382305191,-0.197380981,0.584499833,0.960086467,-0.017114159,0.269286556,0.434058804,-0.615084525,0.739598211,-0.936036497
chr4,137453672,138417460,-1.183100201,0.213447975,0.240022454,0.632575975,-0.405043747,-0.016638183,-0.496334225,-0.232793293,-0.038577213,-0.092088573
chr4,139627898,141297116,0.278832696,0.65210429,0.254520354,0.306962147,-0.065935805,-0.418510687,-0.313730763,-0.093046491,-0.102944757,-0.205830404
chr4,141360937,147126883,0.069533457,-1.321609179,0.271091834,-0.32082781,-0.151252261,0.475307071,-0.056624327,0.144043907,-1.409465652,-0.551952376
chr4,147413540,150086447,0.703051278,-0.165824482,-0.386139014,0.226095546,-0.139645736,0.021466647,0.165753079,0.375454522,0.213873035,-0.004608087
chr4,151410262,151566493,-0.929486902,0.369159107,0.260503628,0.030305138,-0.475717233,-1.199356129,-0.496971366,0.022944427,0.410982901,0.20740263
chr4,155522765,157929672,0.454293451,0.442337224,-0.9652678,-0.355982363,-0.658161543,0.184546717,0.118250353,0.089780912,0.520002218,-0.64899469
chr4,161217777,161580158,-0.081544233,-0.014574949,-0.117301708,-0.401699247,0.52640741,-1.238619121,-0.145113345,-0.35290446,0.193406554,-0.79088086
chr4,162519279,163960207,0.207258681,0.024513528,0.658077053,-0.327467023,-0.189414809,-0.695126081,-0.127034044,-0.382409911,0.358202338,-0.871674999
chr4,172636033,173264153,-0.019481835,1.159635684,0.311876114,0.750795802,-0.157468884,0.572949854,0.112201133,-0.228415076,-0.107934629,-0.245350404
chr4,173727744,177183810,-0.117369706,0.083798261,0.047033599,-0.243291881,0.368126469,-0.812736081,-0.736963444,0.417610506,0.041151293,0.550097723
chr4,177865865,179168294,-0.076335675,-0.730898807,0.659117796,0.305611729,0.165553978,0.193185546,1.078665441,0.119493384,-0.256486945,0.421729369
chr4,179992990,180587716,-0.523852849,0.19214069,-0.345534431,-0.317349473,0.156628191,-0.511091085,-0.377428036,0.561842779,-0.21413815,-0.322729251
chr4,182346756,183962654,0.145178604,1.133553258,0.319152428,0.360200808,0.360532042,-0.450847173,-0.731963111,-0.590581421,0.096514194,-0.326602568
chr4,184679354,186918810,0.021362618,-0.007535669,-1.02679189,-0.905284889,-0.228583898,0.324625752,-1.671629393,-0.280700449,-0.993645561,-0.002023003
chr4,190283872,190974911,0.128731563,0.881694579,0.852192718,1.115090382,0.015869944,-0.065080177,-1.033192108,0.009763927,-0.039998448,-0.993936343
chr5,217992,411312,-0.222263755,0.089615895,0.534659769,-0.267328042,0.55150144,-0.771688289,0.530813172,-0.305784511,-0.022904025,1.324227588
chr5,2671050,3172995,0.196240561,0.140411224,-0.654743082,0.631393864,-0.525031125,0.396000253,0.759980908,-0.178444605,-0.523843155,0.845688852
chr5,3510823,4881041,-0.217804272,0.735954048,0.122301155,0.408004041,-0.177154275,-0.452327582,0.281405697,0.145049989,0.764751486,-0.635839623
chr5,6057388,12708241,-0.384828602,-0.69329529,0.405549538,-0.207011452,-0.070040223,-0.474597337,0.281775708,-0.409288598,-0.03460651,-0.428332305
chr5,13505657,15402112,-0.035297382,-1.035283785,-0.131645769,-0.072885192,0.095305608,0.046080519,-0.786666686,0.746824857,0.790195624,-0.050360331
chr5,17014079,18160424,0.575162951,-0.719006387,-0.384850214,-0.787810736,-0.24648967,-0.37895705,0.542367601,0.140559963,-0.603072185,-0.442909205
chr5,18523727,20945481,0.266692403,0.432682398,0.339496153,0.158849963,-0.20842057,0.529030781,-0.481484661,-0.705663449,0.469970827,0.53548539
chr5,21894304,22552266,0.550034393,0.199052514,0.319572477,0.851524131,0.074790525,0.487019627,0.183846478,0.300555491,-0.167803751,0.320950328
chr5,23368941,23642573,0.049061976,-0.453360572,0.167096144,-0.307544546,0.413116001,-0.745428163,-0.026177137,-0.245795884,0.113886186,-1.088462708
chr5,24267443,24316229,-1.011444804,0.25653354,0.496005178,-1.256589628,-0.024321367,0.259245381,-0.080185439,0.00536541,-0.511823535,-0.195423746
chr5,24873862,26573068,0.36995761,-1.195671657,-0.463658366,-0.072191267,-0.947796331,0.344244349,-0.18679915,-0.146915648,-0.797028647,0.295872185
chr5,26648942,27618698,0.08190412,-0.045710162,-0.141702053,0.341735826,0.04599808,0.383178895,0.492307494,0.862970566,0.230456475,-0.24784282
chr5,28014969,29461749,0.163518905,1.014344348,0.352658168,-0.06711215,0.433029973,-1.155147651,0.364785902,-0.092537728,-0.115948977,0.451441586
chr5,29649685,31983476,-0.366332934,0.083199777,0.061906016,0.229935102,0.068491123,0.155726679,-0.985701973,-0.35347368,0.835668219,-0.846410057
chr5,32076401,32077338,0.619635973,0.084445056,-0.255236668,-0.132560723,0.647472565,0.709504046,0.360288785,0.371155593,0.558674951,0.029682829
chr5,32863256,34534149,-0.759973883,0.839364837,0.290329969,0.626808125,-0.034000507,-0.376649642,-0.179104369,0.067250472,-1.438251085,0.370611311
chr5,34745997,36093986,0.079891732,0.239739363,-0.348857097,-0.175299177,0.124756343,0.587008357,-0.824676406,0.166470164,-0.114950241,-0.014898537
chr5,37228664,38388891,0.510080587,0.176616306,0.760805382,0.368312457,0.861113915,-0.757984137,0.539719013,0.085269738,-0.874038688,-0.005601934
chr5,40133587,40746751,0.362150743,0.476775863,-0.393746562,0.020911364,0.364379344,-0.314725151,-0.260153876,-0.288073512,0.099888054,-0.464533397
chr5,42873543,43942566,0.040494543,-0.3360103,-0.683435549,-0.126405005,0.222787448,-0.152157191,-0.262210442,0.041488895,-0.357332904,0.317856509
chr5,44010587,45519286,-0.551936589,0.093100764,-0.266846232,-0.691299882,0.374543988,0.441553741,-0.646208954,-0.439558063,0.182684429,-0.309941223
chr5,48975823,49305678,1.054774487,-0.353631043,0.020746126,0.120390289,0.74932301,0.725042688,0.097882825,-0.970722581,0.445120512,-0.190981907
chr5,50455325,50649343,-0.148596086,0.000235571,0.06413729,-0.191831621,-0.659836677,0.408524438,0.577141838,0.369807679,0.021452181,0.124021591
chr5,57964604,59205098,-0.0293114,0.368134831,-0.165879056,-0.569351837,-0.820861493,-0.028608397,-0.238267171,0.407276761,-0.274452904,0.005143383
chr5,62205629,65226055,0.032131439,0.292723342,0.244746987,0.20044973,-1.04951576,0.697777366,0.197932724,-0.937096577,-0.512422315,0.091041062
chr5,65783046,67159696,-0.577437784,-0.331246889,-0.389565975,-0.379065877,-0.415040539,0.108119018,-0.430778245,0.187345433,-0.35723618,0.331997656
chr5,68690066,69476097,0.04387272,0.322730661,-0.290011453,0.717346044,0.896937796,-0.049361183,0.142067798,0.456896722,0.652029641,1.260100967
chr5,71688407,74449061,-0.215380533,-0.136394811,0.347301916,-1.226609266,0.607769572,-0.049699399,-0.574098695,0.242744853,-0.741121545,-0.0614147
chr5,76694606,80481754,-0.058875983,0.279560801,-0.125918029,-0.315061606,0.040073804,-0.067349171,1.293292823,0.396082864,-0.149931367,-0.069488511
chr5,81799723,82901430,0.923302843,-0.351446268,-0.701209011,0.596513713,0.129600976,0.904552139,-0.575791456,-0.242913937,0.106431579,0.209553411
chr5,83902190,88159715,0.873330584,-0.322877627,-0.917600477,-0.775854246,0.176551111,-0.192704139,0.123077761,0.673939884,-0.344923856,-0.011616199
chr5,88396094,88766669,-0.647535281,-0.034491874,0.11312261,-0.23222283,-0.194096567,-0.304652274,-0.219936213,0.451787375,-0.899943979,-0.848955822
chr5,92050513,93297388,-0.219677273,0.85694857,0.187000555,-0.248642372,0.54324498,-0.173305056,0.424674035,-0.675674878,0.135203745,0.325849201
chr5,93439419,93859543,0.640783052,-0.047419813,-0.385219824,-0.700743984,-0.297244392,-0.837715296,-0.176838565,-0.681436898,0.112375995,0.58595719
chr5,94757815,94956268,0.256216027,0.611109401,0.218093748,-0.181327962,-0.050026501,-0.177313016,0.21979546,-0.684268727,-0.355949986,-0.03387295
chr5,95094544,98377082,0.396443673,0.291399159,0.414715236,-0.330245749,0.177183477,0.278774671,0.016769835,-0.539174105,0.652497997,-0.443867769
chr5,98877079,100385214,-0.301853472,0.267271896,0.620181873,0.081368984,-0.030590731,-0.428234529,1.139507502,-0.319298277,0.061414718,-0.301661458
chr5,102073105,104028758,-0.262600368,0.592415639,0.263861069,0.38912587,-0.519198872,-0.346411118,-0.020717738,-0.15673433,-0.801101246,1.15329215
chr5,111903523,111988383,-0.636046056,0.126917981,0.579433049,-0.318870112,-0.172146812,0.099492867,-0.078631035,-0.503829645,0.380142842,0.342725493
chr5,115123669,115516643,-0.784788697,0.092399332,-0.212695883,-0.289407495,-0.34799606,0.0081493,0.181633855,0.540531443,-0.608488345,0.040836878
chr5,115721131,118942925,0.285969169,0.899805864,0.010822098,0.165581642,-0.159542527,-0.004970451,-0.181856376,-0.408142566,-1.336677365,0.30607041
chr5,119825404,120329960,-0.000789174,-0.187181116,1.024730696,-1.220997392,-0.51446392,0.066948069,-0.112779269,-1.035251237,-0.310829294,-0.132068609
chr5,120975204,125605375,-0.351376112,0.401325711,-0.88557717,-0.222240208,0.496593223,1.193130348,0.486565792,0.48704601,1.16195729,0.958510204
chr5,126429371,129964737,0.174479295,0.742798165,-0.414756582,-0.56406548,-0.579456804,0.445353582,0.539684749,-0.9125491,-0.447992069,-0.769693703
chr5,130073842,131628675,-0.394903804,-0.13065211,-0.78769728,-0.484384776,0.341619991,0.095236244,1.167636371,0.00258967,-0.128085775,-0.336421759
chr5,136306299,136321025,0.141080343,-0.169214653,0.244412171,-0.016234812,0.914833382,0.350365259,0.45571259,0.513945076,0.184444174,-0.518066283
chr5,139099344,140071608,0.114960445,0.093662673,-0.612256277,-1.047274933,0.033763512,-0.087300785,0.688353567,0.283790619,0.165724197,-0.027982049
chr5,142113900,142266074,0.193073746,0.063803333,-0.478582148,-0.19778871,-0.433819799,0.775130564,0.455174946,-0.048448934,-0.117736055,0.095608003
chr5,142389485,142914647,0.872708112,0.27963274,-0.569224255,-0.45177014,-0.724099701,-0.104891293,-0.696460341,-0.883287653,0.585146273,-0.167904389
chr5,146373181,146739714,0.760066537,-0.047972658,-0.552809995,-0.112481039,0.306281467,0.39135725,0.260599231,-0.158970703,0.083473242,-0.429837606
chr5,148585605,148890178,1.037903036,0.556439429,0.710999987,0.456025229,0.189304702,0.316420073,0.432581063,-0.658138578,0.65284484,-0.249751229
chr5,149238973,151329377,-0.086789527,0.076228804,0.1878131,0.259586842,0.60733636,0.534053786,-0.196285272,1.147043444,-0.009170203,1.550102264
chr5,153250206,156524016,-0.746617985,0.443185083,-0.415966073,0.17151996,0.80099937,0.08741231,0.176821819,-0.045763142,0.397601063,-0.230566219
chr5,157713211,159767949,0.078319153,0.23154346,-0.890367587,-0.688026755,-0.006687531,0.044964395,0.904062723,-0.003492643,0.172105382,-0.89300617
chr5,160431115,167228416,-0.087536217,0.362523625,0.256129425,-0.292767733,-0.330489801,-0.328209084,0.245955695,0.951470642,-0.021126291,-0.456986489
chr5,168824581,171882436,-0.033549872,1.202465142,-0.223680672,-0.475159877,0.163060328,0.713100963,0.120349509,0.139230571,-0.513590173,-0.762523493
chr5,172429694,173653580,-0.033094554,-0.10960857,0.005534871,0.525944486,0.157735267,1.033840649,0.008128955,0.052715593,-0.020144001,-0.183769865
chr5,176332748,176647754,-0.778505049,-0.627397409,-0.638653807,0.087946696,0.127350934,0.356755493,-0.022868101,0.328892999,0.634774782,0.543882254
chr5,178825336,180846014,0.797036362,-0.435644053,-0.244531096,-0.255411669,0.371636511,-0.410567028,-0.239654979,-0.131750812,0.928637367,0.896291362
chr6,1142806,2866028,0.231491882,-0.508433989,-1.157103807,0.632394613,-0.205860715,0.27396967,0.542679311,0.484408575,-0.598131516,0.329302629
chr6,3699805,5311496,0.426614606,0.724629681,0.86550976,-0.565744636,0.310996191,0.234414425,0.562031894,0.433514302,-0.537727244,-0.222617887
chr6,8461301,8624175,-0.234487588,-0.814552815,0.326038086,0.530337133,-0.555227531,0.697789499,0.100705077,-0.550579306,-0.316377829,-0.029394399
chr6,8788677,13608009,0.114867221,-0.457733508,0.686355187,0.158184606,0.005954842,-0.473418828,-0.579794269,1.052962804,0.972625134,0.745217295
chr6,14096699,15896492,0.070686863,-0.16489522,0.283873458,-0.311243552,0.370015799,-0.831048163,-0.900907347,0.293439713,-0.000464389,0.074901646
chr6,17853693,18504154,0.603216923,-0.047035323,0.667729861,0.017834866,0.187321772,-0.076075197,-0.367866439,-0.708990718,-0.004797271,-0.04719535
chr6,22881506,23864028,0.358565416,-0.344669477,-0.459022302,-0.102202327,0.94170422,-0.059427102,0.074276435,0.010842735,-0.338873941,0.184246925
chr6,25784063,29302499,0.831535296,-0.02008739,0.472343805,-0.382932652,-0.470321598,0.845658234,0.557021063,0.140943283,-0.562291241,0.999382588
chr6,29404590,29976482,0.023155577,0.252011669,-0.188208134,0.122366478,0.811602972,-0.583758093,0.595188884,-0.080696076,0.100008545,0.019548964
chr6,32199310,35369186,-0.39097237,-0.112671557,0.438388597,-0.656496273,0.510994047,-0.322861569,-0.120647455,0.700867179,0.075042362,-0.343324358
chr6,37611048,39681870,-0.100740341,0.029495208,-0.573921381,-0.794066619,0.689913349,-0.263540333,0.065438886,0.822927275,1.032629024,0.070402111
chr6,43043867,43932321,0.362083743,0.684764928,-0.063518585,0.294374572,-0.032213624,0.417344781,0.10678465,-0.101858113,0.139605814,-0.374762135
chr6,44324403,45989156,-0.330789679,-0.251409126,0.605427224,-0.605408691,-0.382814849,0.008431046,0.598059911,-0.065490182,-0.352887184,0.435432282
chr6,48219858,48380804,-0.631917953,-0.257924279,-0.488574602,1.377178895,0.51838326,-0.175544936,-0.271442159,-0.073153782,-0.180653975,-0.005134801
chr6,50375278,51042265,0.278907984,0.119790031,1.281546424,-0.656770389,0.326168472,0.094681026,0.131980698,-0.281339405,0.092911548,-1.025091806
chr6,51346451,51384964,0.202226203,-0.136671376,-0.421492224,0.992577878,0.328916403,-1.435307235,0.892578076,0.367373349,-0.481076813,-0.221883901
